Make,Model,Year,Fuel_Type,HP,Transmission,Drive_Wheels,Vehicle_Size,Vehicle_Style,Popularity,MSRP,Engine_CC
0,122,2016.0,7,292.0,0,0,0,8,3105.0,51900.0,5.0
0,122,2017.0,7,292.0,0,0,0,8,3105.0,52500.0,5.0
0,132,1992.0,8,276.0,1,0,2,14,3105.0,2000.0,2.3
0,132,1993.0,8,276.0,1,0,2,14,3105.0,2149.0,2.3
0,132,1994.0,8,276.0,1,0,2,14,3105.0,2239.0,2.3
0,0,2011.0,7,300.0,3,3,0,6,3916.0,40650.0,2.3
0,0,2012.0,7,230.0,3,3,0,6,3916.0,36900.0,2.3
0,0,2013.0,7,320.0,3,3,0,8,3916.0,43550.0,2.3
0,2,2016.0,7,320.0,1,3,0,6,3916.0,50750.0,1.6
0,2,2017.0,6,335.0,1,0,0,8,3916.0,46450.0,1.6
0,5,2015.0,7,300.0,1,0,2,2,3916.0,47250.0,1.6
0,5,2015.0,7,240.0,1,0,2,2,3916.0,41850.0,1.6
0,5,2016.0,7,240.0,1,0,2,2,3916.0,43000.0,1.6
0,5,2016.0,7,300.0,1,0,2,2,3916.0,49200.0,1.6
0,5,2017.0,7,320.0,1,0,2,2,3916.0,49650.0,1.6
0,5,2017.0,7,248.0,1,0,2,2,3916.0,43950.0,1.6
0,4,2015.0,7,241.0,1,0,2,15,3916.0,41950.0,2.4
0,4,2015.0,7,335.0,1,3,2,14,3916.0,50150.0,2.4
0,4,2015.0,7,240.0,1,3,2,14,3916.0,37500.0,2.4
0,4,2015.0,7,300.0,1,3,2,14,3916.0,43750.0,1.5
0,4,2015.0,1,180.0,1,3,2,14,3916.0,39000.0,1.5
0,4,2016.0,1,180.0,1,0,2,14,3916.0,41850.0,1.5
0,4,2016.0,7,320.0,1,0,2,14,3916.0,47800.0,1.4
0,4,2016.0,7,240.0,1,3,2,14,3916.0,38350.0,1.4
0,4,2017.0,6,248.0,1,3,2,14,3916.0,38750.0,1.4
0,4,2017.0,6,180.0,1,0,2,14,3916.0,35450.0,1.8
0,4,2017.0,6,320.0,1,0,2,14,3916.0,49900.0,1.8
0,8,2015.0,7,240.0,1,0,2,14,3916.0,42300.0,1.8
0,8,2015.0,7,300.0,1,3,2,14,3916.0,45800.0,3.3
0,8,2016.0,7,240.0,1,0,2,14,3916.0,43650.0,3.3
0,8,2016.0,7,300.0,1,0,2,14,3916.0,49950.0,3.3
0,8,2017.0,6,320.0,1,3,2,14,3916.0,48300.0,2.0
0,8,2017.0,6,248.0,1,0,2,14,3916.0,43950.0,2.0
0,7,2015.0,7,300.0,1,0,2,6,3916.0,56900.0,2.0
0,7,2015.0,7,240.0,1,0,2,6,3916.0,50750.0,2.0
0,7,2016.0,7,240.0,1,0,2,6,3916.0,52000.0,2.0
0,7,2016.0,7,300.0,1,0,2,8,3916.0,50150.0,2.0
0,7,2017.0,6,248.0,1,3,2,6,3916.0,50300.0,2.0
0,7,2017.0,6,320.0,1,0,2,8,3916.0,50500.0,3.3
0,11,2015.0,7,300.0,1,3,1,2,3916.0,60700.0,3.3
0,11,2015.0,7,445.0,1,0,1,2,3916.0,71400.0,3.3
0,11,2016.0,7,300.0,1,0,1,2,3916.0,63200.0,3.3
1,11,2016.0,7,445.0,1,0,1,2,3916.0,72500.0,3.3
1,11,2017.0,7,300.0,1,0,1,2,3916.0,63200.0,3.3
1,11,2017.0,7,445.0,1,0,1,2,3916.0,72500.0,3.3
1,10,2015.0,7,443.0,1,0,1,14,3916.0,67200.0,3.3
1,10,2015.0,7,302.0,1,0,1,14,3916.0,57900.0,2.0
1,10,2015.0,1,255.0,1,3,1,14,3916.0,57100.0,2.0
1,10,2015.0,7,241.0,1,0,1,14,3916.0,52250.0,2.0
1,10,2016.0,1,255.0,1,3,1,14,3916.0,57350.0,2.0
1,10,2016.0,7,302.0,1,0,1,14,3916.0,58150.0,2.0
1,10,2016.0,7,240.0,1,0,1,14,3916.0,52500.0,4.0
1,10,2016.0,7,443.0,1,0,1,14,3916.0,68600.0,4.0
1,16,2015.0,7,445.0,1,0,1,14,3916.0,92600.0,4.0
1,16,2015.0,7,315.0,1,0,1,14,3916.0,81300.0,2.0
1,16,2016.0,7,445.0,1,0,1,14,3916.0,93900.0,2.0
1,16,2016.0,7,315.0,1,0,1,14,3916.0,82500.0,2.0
1,16,2017.0,7,445.0,1,3,1,14,3916.0,91200.0,6.0
1,16,2017.0,7,315.0,1,0,1,14,3916.0,82800.0,6.0
1,15,2015.0,7,445.0,1,3,2,6,3916.0,94900.0,6.0
1,15,2015.0,7,315.0,1,0,2,6,3916.0,86600.0,6.0
1,15,2016.0,7,315.0,1,0,2,6,3916.0,87800.0,6.0
1,15,2016.0,7,445.0,1,0,2,6,3916.0,99200.0,6.0
1,15,2017.0,7,445.0,1,0,2,8,3916.0,92000.0,6.0
1,15,2017.0,7,315.0,1,3,2,8,3916.0,77600.0,6.0
1,17,2015.0,7,535.0,1,3,1,14,3916.0,141200.0,6.0
1,17,2015.0,7,315.0,1,3,1,14,3916.0,78000.0,3.0
1,17,2015.0,7,445.0,1,3,1,14,3916.0,91000.0,3.0
1,17,2015.0,1,255.0,1,0,1,14,3916.0,82500.0,3.0
1,17,2016.0,7,445.0,1,3,1,14,3916.0,94400.0,3.0
1,17,2016.0,7,320.0,1,3,1,14,3916.0,81300.0,3.0
1,17,2017.0,7,445.0,1,3,1,14,3916.0,94600.0,3.0
1,17,2017.0,7,320.0,1,0,1,14,3916.0,84500.0,3.0
1,18,1995.0,8,282.0,1,3,2,8,3916.0,4784.0,3.0
1,18,1995.0,8,322.0,1,3,2,8,3916.0,5858.0,3.0
1,18,1995.0,8,372.0,3,3,2,8,3916.0,8488.0,1.8
1,18,1996.0,8,322.0,1,3,2,8,3916.0,6954.0,1.8
1,18,1996.0,8,282.0,1,3,2,8,3916.0,5680.0,1.8
1,18,1997.0,8,322.0,1,3,2,8,3916.0,7624.0,3.0
1,18,1997.0,8,282.0,1,3,2,8,3916.0,6693.0,3.0
1,30,2014.0,7,335.0,1,3,1,14,3916.0,61400.0,3.0
1,30,2015.0,7,335.0,1,3,1,14,3916.0,61900.0,3.3
1,30,2016.0,7,335.0,1,3,1,14,3916.0,62100.0,3.3
1,31,2013.0,7,350.0,1,3,1,14,3916.0,84300.0,3.3
1,31,2014.0,7,350.0,1,3,1,14,3916.0,84300.0,3.5
1,31,2015.0,7,335.0,1,3,1,14,3916.0,84300.0,3.5
1,32,2010.0,7,480.0,1,0,2,3,3916.0,88900.0,3.5
1,32,2011.0,7,480.0,1,0,2,3,3916.0,88900.0,3.0
1,28,2015.0,7,540.0,1,0,1,14,3916.0,117300.0,3.0
1,28,2016.0,7,600.0,1,0,1,14,3916.0,122200.0,3.0
1,28,2017.0,7,600.0,1,0,1,14,3916.0,122500.0,3.5
1,29,2014.0,7,540.0,1,0,1,14,3916.0,135200.0,3.5
1,29,2015.0,7,540.0,1,3,1,14,3916.0,132200.0,3.5
1,29,2017.0,7,600.0,1,0,1,14,3916.0,137000.0,6.3
1,34,2003.0,7,375.0,1,3,0,6,3916.0,136900.0,6.3
1,147,2015.0,2,170.0,2,3,0,2,3916.0,42400.0,6.3
1,147,2016.0,2,170.0,2,3,0,2,3916.0,42400.0,4.3
1,147,2017.0,2,170.0,2,3,0,2,3916.0,42400.0,4.3
1,81,2016.0,7,365.0,3,3,0,8,3916.0,51700.0,4.3
1,81,2017.0,7,365.0,3,3,0,8,3916.0,51700.0,4.6
1,82,2015.0,7,425.0,3,3,2,14,3916.0,62000.0,4.6
1,82,2016.0,7,425.0,3,3,2,14,3916.0,63500.0,4.6
1,82,2017.0,7,425.0,3,3,2,14,3916.0,64000.0,4.7
1,84,2016.0,7,493.0,0,3,2,8,3916.0,133205.0,4.7
1,83,2015.0,7,425.0,3,3,2,8,3916.0,64200.0,4.7
1,83,2016.0,7,425.0,3,3,2,6,3916.0,74200.0,2.2
1,83,2017.0,7,425.0,3,3,2,6,3916.0,74700.0,2.2
1,85,2014.0,7,552.0,0,3,1,14,3916.0,92900.0,2.2
1,85,2015.0,7,560.0,0,3,1,14,3916.0,93600.0,2.0
1,85,2016.0,7,560.0,0,3,1,14,3916.0,94100.0,2.0
1,87,2015.0,7,560.0,0,3,1,14,3916.0,115700.0,2.0
1,87,2016.0,7,552.0,0,3,1,14,3916.0,117200.0,4.0
1,87,2017.0,7,560.0,0,3,1,14,3916.0,117500.0,4.0
1,86,2015.0,7,560.0,0,3,2,6,3916.0,118200.0,4.0
1,86,2016.0,7,552.0,0,3,2,6,3916.0,119700.0,4.3
1,86,2017.0,7,560.0,0,3,2,8,3916.0,113700.0,4.3
1,80,2001.0,7,315.0,3,3,0,8,3916.0,44990.0,4.3
1,80,2002.0,7,315.0,3,3,0,8,3916.0,44990.0,4.6
1,80,2006.0,7,330.0,3,3,0,8,3916.0,49300.0,4.6
1,134,2015.0,7,240.0,1,3,2,3,3916.0,31200.0,4.6
1,134,2015.0,7,300.0,1,0,2,3,3916.0,39100.0,4.6
1,134,2016.0,7,228.0,1,0,0,3,3916.0,34800.0,4.6
1,134,2017.0,7,228.0,1,2,0,3,3916.0,33100.0,4.6
1,135,2015.0,7,300.0,1,0,2,3,3916.0,45500.0,4.5
1,135,2015.0,7,240.0,1,0,2,3,3916.0,40500.0,4.5
1,135,2015.0,1,180.0,1,0,2,3,3916.0,42000.0,4.7
1,135,2016.0,7,240.0,1,3,2,3,3916.0,38950.0,4.7
1,135,2016.0,7,300.0,1,0,2,3,3916.0,46800.0,4.7
1,135,2016.0,1,180.0,1,0,2,3,3916.0,42450.0,5.7
1,135,2017.0,1,180.0,1,0,2,3,3916.0,42750.0,5.7
1,135,2017.0,7,300.0,1,0,2,3,3916.0,47950.0,5.7
1,135,2017.0,7,240.0,1,0,2,3,3916.0,41250.0,2.5
1,136,2015.0,7,240.0,1,0,2,3,3916.0,44700.0,2.5
1,136,2015.0,7,300.0,1,0,2,3,3916.0,48000.0,2.5
1,136,2016.0,7,360.0,1,0,2,3,3916.0,57800.0,3.5
1,136,2016.0,7,240.0,1,0,2,3,3916.0,45250.0,3.5
1,136,2016.0,7,300.0,1,0,2,3,3916.0,49700.0,3.5
1,136,2017.0,7,355.0,1,0,2,3,3916.0,58100.0,3.5
1,136,2017.0,7,240.0,1,0,2,3,3916.0,45550.0,3.5
1,138,2015.0,7,567.0,1,0,2,3,3916.0,98700.0,2.0
1,138,2016.0,7,567.0,1,0,2,3,3916.0,98800.0,2.0
1,138,2017.0,7,567.0,1,0,2,3,3916.0,98800.0,3.3
1,137,2015.0,1,255.0,1,0,2,3,3916.0,57700.0,3.3
1,137,2015.0,7,300.0,1,3,2,3,3916.0,53900.0,3.3
1,137,2015.0,7,445.0,1,0,2,3,3916.0,70100.0,3.5
1,137,2016.0,7,300.0,1,0,2,3,3916.0,57000.0,3.5
1,137,2016.0,7,445.0,1,0,2,3,3916.0,71500.0,3.5
1,137,2016.0,1,255.0,1,0,2,3,3916.0,57700.0,1.5
1,137,2017.0,7,300.0,1,0,2,3,3916.0,57800.0,1.5
1,137,2017.0,1,255.0,1,0,2,3,3916.0,59300.0,2.0
1,137,2017.0,7,445.0,1,0,2,3,3916.0,72300.0,2.0
1,140,2015.0,7,567.0,1,0,2,3,3916.0,102100.0,2.0
1,140,2016.0,7,567.0,1,0,2,3,3916.0,102200.0,2.0
1,140,2017.0,7,567.0,1,0,2,3,3916.0,102200.0,2.0
1,139,2015.0,7,300.0,1,0,2,3,3916.0,61900.0,2.0
1,139,2015.0,7,445.0,1,0,2,3,3916.0,72900.0,2.5
1,139,2016.0,7,300.0,1,0,2,3,3916.0,62900.0,2.5
1,139,2016.0,7,445.0,1,0,2,3,3916.0,75300.0,2.5
1,139,2017.0,7,300.0,1,3,2,3,3916.0,61400.0,3.0
1,139,2017.0,7,445.0,1,0,2,3,3916.0,76100.0,4.0
1,141,2000.0,8,193.0,3,3,0,6,3916.0,4976.0,5.0
1,141,2000.0,8,170.0,3,3,0,6,3916.0,4755.0,4.0
1,141,2001.0,7,225.0,3,3,0,6,3916.0,37900.0,4.0
1,141,2001.0,7,184.0,3,3,0,6,3916.0,31300.0,4.0
1,141,2002.0,7,225.0,3,3,0,6,3916.0,37900.0,1.6
1,141,2002.0,7,184.0,3,3,0,6,3916.0,31300.0,1.6
1,143,2007.0,7,330.0,3,3,0,8,3916.0,50100.0,1.6
1,143,2008.0,7,330.0,3,3,0,8,3916.0,50400.0,1.6
1,142,2014.0,7,240.0,3,3,0,6,3916.0,48950.0,1.6
1,142,2014.0,7,300.0,3,3,0,6,3916.0,56950.0,1.6
1,142,2014.0,7,335.0,0,3,0,6,3916.0,65800.0,1.6
1,142,2015.0,7,240.0,3,3,0,6,3916.0,48950.0,1.6
1,142,2015.0,7,300.0,0,3,0,6,3916.0,56950.0,1.6
1,142,2015.0,7,335.0,0,3,0,6,3916.0,65800.0,1.6
1,142,2016.0,7,300.0,0,3,0,6,3916.0,57500.0,1.6
1,142,2016.0,7,240.0,3,3,0,6,3916.0,49700.0,1.6
1,142,2016.0,7,335.0,0,3,0,6,3916.0,66350.0,1.6
1,144,2001.0,7,394.0,3,3,0,6,3916.0,128000.0,1.6
1,144,2002.0,7,394.0,3,3,0,6,3916.0,130000.0,1.6
1,144,2003.0,7,394.0,3,3,0,6,3916.0,131500.0,2.0
2,77,2009.0,6,292.0,1,2,1,14,155.0,40205.0,2.0
2,77,2009.0,4,227.0,1,2,1,14,155.0,32520.0,2.0
2,77,2010.0,4,227.0,1,2,1,14,155.0,35730.0,2.0
2,77,2010.0,6,292.0,1,2,1,14,155.0,42515.0,2.0
2,77,2011.0,4,227.0,1,2,1,14,155.0,29730.0,2.0
2,77,2011.0,6,292.0,1,2,1,14,155.0,44460.0,2.0
3,37,2003.0,8,190.0,1,3,1,4,1385.0,22050.0,2.0
3,37,2004.0,8,190.0,1,0,1,4,1385.0,25195.0,2.0
3,37,2005.0,8,190.0,1,3,1,4,1385.0,22930.0,2.0
3,36,2003.0,8,190.0,1,0,1,11,1385.0,25690.0,2.0
3,36,2004.0,8,190.0,1,0,1,11,1385.0,26195.0,2.0
3,36,2005.0,8,190.0,1,3,1,11,1385.0,24430.0,2.0
3,39,2010.0,4,320.0,1,3,1,9,1385.0,45815.0,5.0
3,39,2011.0,4,320.0,1,3,1,9,1385.0,39405.0,5.0
3,39,2012.0,4,320.0,1,3,1,9,1385.0,40195.0,5.0
3,40,2009.0,8,107.0,3,2,0,2,1385.0,11965.0,2.9
3,40,2010.0,8,108.0,3,2,0,2,1385.0,15365.0,2.9
3,40,2011.0,8,108.0,3,2,0,2,1385.0,15365.0,2.9
3,41,1994.0,8,170.0,3,2,0,8,1385.0,2000.0,2.9
3,41,1994.0,8,120.0,3,2,0,8,1385.0,2000.0,2.9
3,41,1995.0,8,120.0,3,2,2,8,1385.0,2000.0,2.9
3,41,1995.0,8,160.0,1,2,2,8,1385.0,2000.0,2.9
3,41,1996.0,8,120.0,3,2,2,8,1385.0,2000.0,2.9
3,41,1996.0,8,155.0,1,2,2,8,1385.0,2000.0,2.9
3,42,2013.0,4,320.0,1,1,1,9,1385.0,39030.0,2.9
3,43,2003.0,8,190.0,3,3,0,1,1385.0,20745.0,2.9
3,43,2004.0,8,190.0,1,3,2,3,1385.0,25230.0,2.9
3,43,2005.0,8,190.0,3,1,0,1,1385.0,24305.0,1.5
3,44,2017.0,2,200.0,2,2,0,2,1385.0,40905.0,1.5
3,52,2015.0,8,323.0,3,3,2,8,1385.0,29205.0,1.5
3,52,2015.0,7,580.0,3,3,2,8,1385.0,55505.0,1.5
3,52,2015.0,6,426.0,3,3,2,6,1385.0,42405.0,1.5
3,52,2015.0,7,505.0,3,3,2,8,1385.0,72305.0,1.5
3,52,2016.0,6,455.0,3,3,2,6,1385.0,48300.0,1.9
3,52,2016.0,6,275.0,3,3,2,6,1385.0,36800.0,1.9
3,52,2017.0,6,455.0,3,3,2,6,1385.0,42905.0,1.9
3,52,2017.0,6,275.0,3,3,2,6,1385.0,35605.0,2.0
3,52,2017.0,7,650.0,3,3,2,8,1385.0,61140.0,2.0
3,53,1994.0,8,260.0,1,3,1,15,1385.0,2000.0,2.0
3,53,1994.0,8,200.0,1,3,1,14,1385.0,2000.0,2.0
3,53,1995.0,8,200.0,1,3,1,14,1385.0,2000.0,2.2
3,53,1995.0,8,260.0,1,3,1,15,1385.0,2000.0,2.2
3,53,1996.0,8,260.0,1,3,1,15,1385.0,2000.0,2.2
3,53,1996.0,8,200.0,1,3,1,14,1385.0,2000.0,2.2
3,54,2013.0,4,180.0,1,2,2,3,1385.0,24155.0,2.2
3,54,2014.0,4,180.0,1,2,2,3,1385.0,25145.0,2.2
3,54,2015.0,4,180.0,1,2,2,3,1385.0,25985.0,2.2
3,55,2003.0,8,140.0,3,2,0,14,1385.0,14230.0,1.2
3,55,2004.0,8,140.0,3,2,0,8,1385.0,17410.0,1.2
3,55,2005.0,8,140.0,3,2,0,14,1385.0,16290.0,1.2
3,56,1990.0,8,135.0,1,2,2,15,1385.0,2000.0,2.4
3,56,1990.0,8,110.0,1,2,2,15,1385.0,2000.0,2.4
3,57,1996.0,8,195.0,1,3,2,5,1385.0,2000.0,2.4
3,57,1997.0,8,200.0,1,3,1,5,1385.0,2000.0,2.4
3,57,1998.0,8,200.0,1,3,2,5,1385.0,2050.0,2.4
3,58,2015.0,8,131.0,1,2,0,4,1385.0,23515.0,2.4
3,58,2016.0,8,131.0,1,2,0,4,1385.0,23515.0,1.2
3,58,2017.0,8,131.0,1,2,0,4,1385.0,22405.0,1.2
3,48,1997.0,8,200.0,3,1,1,13,1385.0,2949.0,1.2
3,48,1997.0,8,230.0,3,3,1,10,1385.0,2668.0,1.2
3,48,1998.0,8,230.0,3,1,1,10,1385.0,3676.0,1.2
3,48,1999.0,8,230.0,1,3,1,10,1385.0,3696.0,1.2
3,49,1998.0,8,230.0,3,3,1,13,1385.0,2949.0,1.2
3,49,1998.0,8,255.0,3,3,1,10,1385.0,3360.0,1.2
3,59,2004.0,8,140.0,1,2,2,14,1385.0,19505.0,1.2
3,59,2005.0,8,140.0,1,2,2,14,1385.0,19690.0,2.0
3,60,2008.0,8,148.0,3,2,0,8,1385.0,14410.0,2.0
3,60,2008.0,6,260.0,3,2,0,8,1385.0,22335.0,2.0
3,60,2008.0,8,173.0,3,2,0,14,1385.0,19695.0,3.0
3,60,2009.0,8,155.0,3,2,0,8,1385.0,16460.0,3.0
